"date","check_category","audit_name","is_pass","observation","double_check_result","double_check_observation","snippet_id","video_link","start","finish","time_difference_sec"
"2026-02-09","Procesos Generales","Control limpieza de estación de vestido",True,NULL,NULL,NULL,"698a2ee6eccb41e39d0150dd","https://portal.gritsee.com/order-view/698a12c8988f424804bec6e9/station/3E0FFEDDA32534E13A44F9BA/vt/487.5","2026-02-09 15:56:40.343+00","2026-02-09 17:46:20.161+00",6580
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",False,"",NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/3E0FFEDDA32534E13A44F9BA/vt/42.776714","2026-02-09 16:00:15+00","2026-02-09 16:00:15+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/3E0FFEDDA32534E13A44F9BA/vt/44.913063","2026-02-09 16:00:21+00","2026-02-09 16:00:21+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/3E0FFEDDA32534E13A44F9BA/vt/46.214448","2026-02-09 16:00:28+00","2026-02-09 16:00:28+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/3E0FFEDDA32534E13A44F9BA/vt/76.483544","2026-02-09 16:01:26+00","2026-02-09 16:01:26+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/3E0FFEDDA32534E13A44F9BA/vt/83.284262","2026-02-09 16:01:34+00","2026-02-09 16:01:34+00",0
"2026-02-09","Procesos Generales","Control limpieza estaciones masa y salsa",True,NULL,NULL,NULL,"698a3cf9994b68448e10f158","https://portal.gritsee.com/order-view/698a20d6f0328f18ffc03885/station/8619E6879DD0C51B152569E1/vt/18","2026-02-09 16:02:48.454+00","2026-02-09 18:01:50.528+00",7142
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/8619E6879DD0C51B152569E1/vt/149.746272","2026-02-09 16:19:02+00","2026-02-09 16:19:02+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press Crazy Breads",True,NULL,NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/8619E6879DD0C51B152569E1/vt/188.379792","2026-02-09 16:23:02+00","2026-02-09 16:23:02+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/8619E6879DD0C51B152569E1/vt/238.516912","2026-02-09 16:28:19+00","2026-02-09 16:28:19+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a20d6f0328f18ffc03885","https://portal.gritsee.com/orders/698a20d6f0328f18ffc03885/station/8619E6879DD0C51B152569E1/vt/362.05784","2026-02-09 16:39:58+00","2026-02-09 16:39:58+00",0
"2026-02-09","Preparaciones","Producción diaria de masa",True,"",NULL,NULL,"698a2ee6eccb41e39d0150dd","https://portal.gritsee.com/orders/698a2ee6eccb41e39d0150dd/station/8619E6879DD0C51B152569E1/vt/77.394662","2026-02-09 17:03:39+00","2026-02-09 17:03:39+00",0
"2026-02-09","Preparaciones","Producción diaria de masa",True,"",NULL,NULL,"698a2ee6eccb41e39d0150dd","https://portal.gritsee.com/orders/698a2ee6eccb41e39d0150dd/station/8619E6879DD0C51B152569E1/vt/81.502343","2026-02-09 17:03:53+00","2026-02-09 17:03:53+00",0
"2026-02-09","Preparaciones","Producción diaria de masa",True,"",NULL,NULL,"698a2ee6eccb41e39d0150dd","https://portal.gritsee.com/orders/698a2ee6eccb41e39d0150dd/station/8619E6879DD0C51B152569E1/vt/117.644439","2026-02-09 17:09:14+00","2026-02-09 17:09:14+00",0
"2026-02-09","Preparaciones","Producción diaria de masa",True,"",NULL,NULL,"698a2ee6eccb41e39d0150dd","https://portal.gritsee.com/orders/698a2ee6eccb41e39d0150dd/station/8619E6879DD0C51B152569E1/vt/120.574472","2026-02-09 17:09:24+00","2026-02-09 17:09:24+00",0
"2026-02-09","Preparaciones","Producción diaria de masa",True,"",NULL,NULL,"698a2ee6eccb41e39d0150dd","https://portal.gritsee.com/orders/698a2ee6eccb41e39d0150dd/station/8619E6879DD0C51B152569E1/vt/132.703468","2026-02-09 17:09:44+00","2026-02-09 17:09:44+00",0
"2026-02-09","Procesos Generales","Control limpieza de estación de vestido",True,NULL,NULL,NULL,"698a4b096a4ae724d4227265","https://portal.gritsee.com/order-view/698a2ee6eccb41e39d0150dd/station/3E0FFEDDA32534E13A44F9BA/vt/572.5","2026-02-09 17:46:20.161+00","2026-02-09 19:47:30.824+00",7271
"2026-02-09","Procesos Generales","Control limpieza estaciones masa y salsa",True,NULL,NULL,NULL,"698a5918afdaa2a4bea3f2be","https://portal.gritsee.com/order-view/698a3cf9994b68448e10f158/station/8619E6879DD0C51B152569E1/vt/2.5","2026-02-09 18:01:50.528+00","2026-02-09 20:18:57.981+00",8227
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a3cf9994b68448e10f158","https://portal.gritsee.com/orders/698a3cf9994b68448e10f158/station/3E0FFEDDA32534E13A44F9BA/vt/35.104455","2026-02-09 18:05:34+00","2026-02-09 18:05:34+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a3cf9994b68448e10f158","https://portal.gritsee.com/orders/698a3cf9994b68448e10f158/station/3E0FFEDDA32534E13A44F9BA/vt/65.291616","2026-02-09 18:08:51+00","2026-02-09 18:08:51+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a3cf9994b68448e10f158","https://portal.gritsee.com/orders/698a3cf9994b68448e10f158/station/3E0FFEDDA32534E13A44F9BA/vt/65.638772","2026-02-09 18:08:57+00","2026-02-09 18:08:57+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a3cf9994b68448e10f158","https://portal.gritsee.com/orders/698a3cf9994b68448e10f158/station/3E0FFEDDA32534E13A44F9BA/vt/66.048898","2026-02-09 18:09:11+00","2026-02-09 18:09:11+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a3cf9994b68448e10f158","https://portal.gritsee.com/orders/698a3cf9994b68448e10f158/station/3E0FFEDDA32534E13A44F9BA/vt/194.121485","2026-02-09 18:14:18+00","2026-02-09 18:14:18+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a4b096a4ae724d4227265","https://portal.gritsee.com/orders/698a4b096a4ae724d4227265/station/8619E6879DD0C51B152569E1/vt/17.857408","2026-02-09 19:02:48+00","2026-02-09 19:02:48+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a4b096a4ae724d4227265","https://portal.gritsee.com/orders/698a4b096a4ae724d4227265/station/8619E6879DD0C51B152569E1/vt/55.689488","2026-02-09 19:13:36+00","2026-02-09 19:13:36+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press Crazy Breads",True,NULL,NULL,NULL,"698a4b096a4ae724d4227265","https://portal.gritsee.com/orders/698a4b096a4ae724d4227265/station/8619E6879DD0C51B152569E1/vt/125.759296","2026-02-09 19:28:15+00","2026-02-09 19:28:15+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a4b096a4ae724d4227265","https://portal.gritsee.com/orders/698a4b096a4ae724d4227265/station/8619E6879DD0C51B152569E1/vt/164.08048","2026-02-09 19:35:55+00","2026-02-09 19:35:55+00",0
"2026-02-09","Procesos Generales","Control limpieza de estación de vestido",True,NULL,NULL,NULL,"698a672742670255888c2f2f","https://portal.gritsee.com/order-view/698a4b096a4ae724d4227265/station/3E0FFEDDA32534E13A44F9BA/vt/733.5","2026-02-09 19:47:30.824+00","2026-02-09 21:47:48+00",7217
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a5918afdaa2a4bea3f2be","https://portal.gritsee.com/orders/698a5918afdaa2a4bea3f2be/station/3E0FFEDDA32534E13A44F9BA/vt/178.732654","2026-02-09 20:04:00+00","2026-02-09 20:04:00+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a5918afdaa2a4bea3f2be","https://portal.gritsee.com/orders/698a5918afdaa2a4bea3f2be/station/3E0FFEDDA32534E13A44F9BA/vt/184.314989","2026-02-09 20:04:06+00","2026-02-09 20:04:06+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a5918afdaa2a4bea3f2be","https://portal.gritsee.com/orders/698a5918afdaa2a4bea3f2be/station/3E0FFEDDA32534E13A44F9BA/vt/226.223366","2026-02-09 20:04:53+00","2026-02-09 20:04:53+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a5918afdaa2a4bea3f2be","https://portal.gritsee.com/orders/698a5918afdaa2a4bea3f2be/station/3E0FFEDDA32534E13A44F9BA/vt/425.940881","2026-02-09 20:08:48+00","2026-02-09 20:08:48+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a5918afdaa2a4bea3f2be","https://portal.gritsee.com/orders/698a5918afdaa2a4bea3f2be/station/3E0FFEDDA32534E13A44F9BA/vt/432.28784","2026-02-09 20:08:55+00","2026-02-09 20:08:55+00",0
"2026-02-09","Procesos Generales","Control limpieza estaciones masa y salsa",True,NULL,NULL,NULL,"698a672742670255888c2f2f","https://portal.gritsee.com/order-view/698a5918afdaa2a4bea3f2be/station/8619E6879DD0C51B152569E1/vt/46.5","2026-02-09 20:18:57.981+00","2026-02-09 21:37:05.977+00",4688
"2026-02-09","Procesos Generales","Control limpieza estaciones masa y salsa",True,NULL,NULL,NULL,"698a83471f245e8df94fe206","https://portal.gritsee.com/order-view/698a672742670255888c2f2f/station/8619E6879DD0C51B152569E1/vt/436","2026-02-09 21:37:05.977+00","2026-02-09 23:41:07.539+00",7442
"2026-02-09","Procesos Generales","Control limpieza de estación de vestido",True,NULL,NULL,NULL,"698a83471f245e8df94fe206","https://portal.gritsee.com/order-view/698a672742670255888c2f2f/station/3E0FFEDDA32534E13A44F9BA/vt/1427","2026-02-09 21:47:48+00","2026-02-09 23:36:01.55+00",6494
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/8619E6879DD0C51B152569E1/vt/83.538128","2026-02-09 22:08:16+00","2026-02-09 22:08:16+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/3E0FFEDDA32534E13A44F9BA/vt/700.68259","2026-02-09 22:33:30+00","2026-02-09 22:33:30+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/3E0FFEDDA32534E13A44F9BA/vt/702.872437","2026-02-09 22:33:32+00","2026-02-09 22:33:32+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/3E0FFEDDA32534E13A44F9BA/vt/709.904702","2026-02-09 22:33:45+00","2026-02-09 22:33:45+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/3E0FFEDDA32534E13A44F9BA/vt/770.342799","2026-02-09 22:34:51+00","2026-02-09 22:34:51+00",0
"2026-02-09","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/3E0FFEDDA32534E13A44F9BA/vt/775.456187","2026-02-09 22:34:57+00","2026-02-09 22:34:57+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/8619E6879DD0C51B152569E1/vt/384.807471","2026-02-09 22:38:29+00","2026-02-09 22:38:29+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/8619E6879DD0C51B152569E1/vt/458.456383","2026-02-09 22:41:57+00","2026-02-09 22:41:57+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/8619E6879DD0C51B152569E1/vt/508.382911","2026-02-09 22:44:45+00","2026-02-09 22:44:45+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/8619E6879DD0C51B152569E1/vt/547.279487","2026-02-09 22:47:24+00","2026-02-09 22:47:24+00",0
"2026-02-09","Preparaciones","Sheetout / Dough Press Deep Dish Pizza e Italian Bread",True,NULL,NULL,NULL,"698a75370ae92b6e6d48b985","https://portal.gritsee.com/orders/698a75370ae92b6e6d48b985/station/8619E6879DD0C51B152569E1/vt/585.881023","2026-02-09 22:51:53+00","2026-02-09 22:51:53+00",0
"2026-02-09","Procesos Generales","Control limpieza de estación de vestido",True,NULL,NULL,NULL,"698aad78b8ebe31f73238e0c","https://portal.gritsee.com/order-view/698a83471f245e8df94fe206/station/3E0FFEDDA32534E13A44F9BA/vt/861.5","2026-02-09 23:36:01.55+00","2026-02-10 02:01:27.802+00",8726
"2026-02-09","Procesos Generales","Control limpieza estaciones masa y salsa",True,NULL,NULL,NULL,"698a9f665f8073ecc5762ad9","https://portal.gritsee.com/order-view/698a83471f245e8df94fe206/station/8619E6879DD0C51B152569E1/vt/166","2026-02-09 23:41:07.539+00","2026-02-10 01:53:28.464+00",7941
"2026-02-09","Procesos Generales","Control limpieza estaciones masa y salsa",True,NULL,NULL,NULL,"698abb85a4a03399ffe39730","https://portal.gritsee.com/order-view/698a9f665f8073ecc5762ad9/station/8619E6879DD0C51B152569E1/vt/78","2026-02-10 01:53:28.464+00","2026-02-10 03:49:30.828+00",6962
"2026-02-09","Procesos Generales","Control limpieza de estación de vestido",True,NULL,NULL,NULL,"698abb85a4a03399ffe39730","https://portal.gritsee.com/order-view/698aad78b8ebe31f73238e0c/station/3E0FFEDDA32534E13A44F9BA/vt/103","2026-02-10 02:01:27.802+00","2026-02-10 03:43:03.396+00",6096
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a91567893f14965b33990","https://portal.gritsee.com/orders/698a91567893f14965b33990/station/3E0FFEDDA32534E13A44F9BA/vt/140.294635","2026-02-10 00:06:31+00","2026-02-10 00:06:31+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a91567893f14965b33990","https://portal.gritsee.com/orders/698a91567893f14965b33990/station/3E0FFEDDA32534E13A44F9BA/vt/141.15871","2026-02-10 00:06:38+00","2026-02-10 00:06:38+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a91567893f14965b33990","https://portal.gritsee.com/orders/698a91567893f14965b33990/station/3E0FFEDDA32534E13A44F9BA/vt/265.90374","2026-02-10 00:18:33+00","2026-02-10 00:18:33+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a91567893f14965b33990","https://portal.gritsee.com/orders/698a91567893f14965b33990/station/3E0FFEDDA32534E13A44F9BA/vt/266.498463","2026-02-10 00:18:38+00","2026-02-10 00:18:38+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a91567893f14965b33990","https://portal.gritsee.com/orders/698a91567893f14965b33990/station/3E0FFEDDA32534E13A44F9BA/vt/294.748748","2026-02-10 00:23:15+00","2026-02-10 00:23:15+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a9f665f8073ecc5762ad9","https://portal.gritsee.com/orders/698a9f665f8073ecc5762ad9/station/3E0FFEDDA32534E13A44F9BA/vt/162.229672","2026-02-10 01:00:37+00","2026-02-10 01:00:37+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698a9f665f8073ecc5762ad9","https://portal.gritsee.com/orders/698a9f665f8073ecc5762ad9/station/3E0FFEDDA32534E13A44F9BA/vt/163.002327","2026-02-10 01:00:44+00","2026-02-10 01:00:44+00",0
"2026-02-10","Preparaciones","Sheetout / Dough Press Crazy Puffs",True,NULL,NULL,NULL,"698a9f665f8073ecc5762ad9","https://portal.gritsee.com/orders/698a9f665f8073ecc5762ad9/station/8619E6879DD0C51B152569E1/vt/181.002304","2026-02-10 02:04:13+00","2026-02-10 02:04:13+00",0
"2026-02-10","Preparaciones","Sheetout / Dough Press Crazy Puffs",True,NULL,NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/8619E6879DD0C51B152569E1/vt/7.423672","2026-02-10 15:59:32+00","2026-02-10 15:59:32+00",0
"2026-02-10","Procesos Generales","Control limpieza de estación de vestido",True,NULL,NULL,NULL,"698b8e79f458b78f0eb0b893","https://portal.gritsee.com/order-view/698b725664291fb94b4575b6/station/3E0FFEDDA32534E13A44F9BA/vt/60","2026-02-10 16:02:01.466+00","2026-02-10 18:01:17.845+00",7156
"2026-02-10","Procesos Generales","Control limpieza estaciones masa y salsa",True,NULL,NULL,NULL,"698b8068562a6cbb0bf3460f","https://portal.gritsee.com/order-view/698b725664291fb94b4575b6/station/8619E6879DD0C51B152569E1/vt/26","2026-02-10 16:09:20.04+00","2026-02-10 17:34:21.241+00",5101
"2026-02-10","Preparaciones","Sheetout / Dough Press Crazy Puffs",True,NULL,NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/8619E6879DD0C51B152569E1/vt/45.889496","2026-02-10 16:14:38+00","2026-02-10 16:14:38+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/3E0FFEDDA32534E13A44F9BA/vt/450.267746","2026-02-10 16:23:18+00","2026-02-10 16:23:18+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/3E0FFEDDA32534E13A44F9BA/vt/450.58674","2026-02-10 16:23:21+00","2026-02-10 16:23:21+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/3E0FFEDDA32534E13A44F9BA/vt/455.305433","2026-02-10 16:24:09+00","2026-02-10 16:24:09+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/3E0FFEDDA32534E13A44F9BA/vt/455.610701","2026-02-10 16:24:12+00","2026-02-10 16:24:12+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/3E0FFEDDA32534E13A44F9BA/vt/470.922571","2026-02-10 16:29:28+00","2026-02-10 16:29:28+00",0
"2026-02-10","Preparaciones","Sheetout / Dough Press Crazy Breads",True,NULL,NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/8619E6879DD0C51B152569E1/vt/93.908016","2026-02-10 16:50:21+00","2026-02-10 16:50:21+00",0
"2026-02-10","Preparaciones","Sheetout / Dough Press Crazy Breads",True,NULL,NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/8619E6879DD0C51B152569E1/vt/108.351752","2026-02-10 16:52:30+00","2026-02-10 16:52:30+00",0
"2026-02-10","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/8619E6879DD0C51B152569E1/vt/114.731216","2026-02-10 16:53:44+00","2026-02-10 16:53:44+00",0
"2026-02-10","Preparaciones","Sheetout / Dough Press pizza",True,NULL,NULL,NULL,"698b725664291fb94b4575b6","https://portal.gritsee.com/orders/698b725664291fb94b4575b6/station/8619E6879DD0C51B152569E1/vt/123.339224","2026-02-10 16:55:56+00","2026-02-10 16:55:56+00",0
"2026-02-10","Procesos Generales","Control limpieza estaciones masa y salsa",True,NULL,NULL,NULL,"698baa990b9f08ba3e9326fd","https://portal.gritsee.com/order-view/698b8068562a6cbb0bf3460f/station/8619E6879DD0C51B152569E1/vt/140","2026-02-10 17:34:21.241+00","2026-02-10 20:19:17.604+00",9896
"2026-02-10","Procesos Generales","Control limpieza de estación de vestido",True,NULL,NULL,NULL,"698baa990b9f08ba3e9326fd","https://portal.gritsee.com/order-view/698b8e79f458b78f0eb0b893/station/3E0FFEDDA32534E13A44F9BA/vt/14.5","2026-02-10 18:01:17.845+00","2026-02-10 20:08:03.114+00",7605
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b8e79f458b78f0eb0b893","https://portal.gritsee.com/orders/698b8e79f458b78f0eb0b893/station/3E0FFEDDA32534E13A44F9BA/vt/95.132529","2026-02-10 18:09:32+00","2026-02-10 18:09:32+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b8e79f458b78f0eb0b893","https://portal.gritsee.com/orders/698b8e79f458b78f0eb0b893/station/3E0FFEDDA32534E13A44F9BA/vt/96.114248","2026-02-10 18:09:39+00","2026-02-10 18:09:39+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b8e79f458b78f0eb0b893","https://portal.gritsee.com/orders/698b8e79f458b78f0eb0b893/station/3E0FFEDDA32534E13A44F9BA/vt/98.066245","2026-02-10 18:09:58+00","2026-02-10 18:09:58+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b8e79f458b78f0eb0b893","https://portal.gritsee.com/orders/698b8e79f458b78f0eb0b893/station/3E0FFEDDA32534E13A44F9BA/vt/123.071809","2026-02-10 18:13:04+00","2026-02-10 18:13:04+00",0
"2026-02-10","Preparaciones","Calidad Vestido de Pizza",True,"",NULL,NULL,"698b8e79f458b78f0eb0b893","https://portal.gritsee.com/orders/698b8e79f458b78f0eb0b893/station/3E0FFEDDA32534E13A44F9BA/vt/123.711824","2026-02-10 18:13:08+00","2026-02-10 18:13:08+00",0
"2026-02-10","Preparaciones","Producción diaria de masa",True,"",NULL,NULL,"698b9c89f458b78f0eb0b8c1","https://portal.gritsee.com/orders/698b9c89f458b78f0eb0b8c1/station/8619E6879DD0C51B152569E1/vt/182.949329","2026-02-10 19:17:22+00","2026-02-10 19:17:22+00",0
